uniprot_id,gene_name,length,entry_type,description,is_essential
tr|A6THC3|A6THC3_KLEP7,ytfH,123,unreviewed (tr),tr|A6THC3|A6THC3_KLEP7 Transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6THC6|A6THC6_KLEP7,ytfJ,185,unreviewed (tr),tr|A6THC6|A6THC6_KLEP7 YtfJ family protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6THC7|A6THC7_KLEP7,ytfK,68,unreviewed (tr),tr|A6THC7|A6THC7_KLEP7 DUF1107 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THC8|A6THC8_KLEP7,KPN_04611,290,unreviewed (tr),tr|A6THC8|A6THC8_KLEP7 Arabinose operon regulatory protein OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6THD0|A6THD0_KLEP7,KPN_04613,378,unreviewed (tr),"tr|A6THD0|A6THD0_KLEP7 Proton/sugar symporter, LacY OS=Klebsiella pneumoniae subsp. pneumoniae (stra",False
tr|A6THD4|A6THD4_KLEP7,ytfN,1258,unreviewed (tr),tr|A6THD4|A6THD4_KLEP7 Translocation and assembly module TamB C-terminal domain-containing protein O,False
tr|A6THD5|A6THD5_KLEP7,ytfP,96,unreviewed (tr),tr|A6THD5|A6THD5_KLEP7 Gamma-glutamylcyclotransferase family protein YtfP OS=Klebsiella pneumoniae s,False
tr|A6THD6|A6THD6_KLEP7,KPN_04619,388,unreviewed (tr),tr|A6THD6|A6THD6_KLEP7 Lipoprotein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / ,False
tr|A6THD7|A6THD7_KLEP7,KPN_04620,395,unreviewed (tr),tr|A6THD7|A6THD7_KLEP7 Lipoprotein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / ,False
tr|A6THD9|A6THD9_KLEP7,ytfQ,304,unreviewed (tr),"tr|A6THD9|A6THD9_KLEP7 D-ribose transport protein (ABC superfamily, peri_bind) OS=Klebsiella pneumon",False
tr|A6THE0|A6THE0_KLEP7,ytfR,500,unreviewed (tr),"tr|A6THE0|A6THE0_KLEP7 Sugar transport protein (ABC superfamily, atp_bind) OS=Klebsiella pneumoniae ",False
tr|A6THE1|A6THE1_KLEP7,ytfT,341,unreviewed (tr),"tr|A6THE1|A6THE1_KLEP7 Sugar transport protein (ABC superfamily, membrane) OS=Klebsiella pneumoniae ",False
tr|A6THE2|A6THE2_KLEP7,yjfF,332,unreviewed (tr),"tr|A6THE2|A6THE2_KLEP7 Sugar transport protein (ABC superfamily, membrane) OS=Klebsiella pneumoniae ",False
tr|A6THE5|A6THE5_KLEP7,yjdJ,175,unreviewed (tr),tr|A6THE5|A6THE5_KLEP7 Acyltransferase domain OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6THE6|A6THE6_KLEP7,trxC,402,unreviewed (tr),tr|A6THE6|A6THE6_KLEP7 Thioredoxin-like protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6THF0|A6THF0_KLEP7,KPN_04633,112,unreviewed (tr),tr|A6THF0|A6THF0_KLEP7 Cytoplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6THF1|A6THF1_KLEP7,KPN_04634,120,unreviewed (tr),tr|A6THF1|A6THF1_KLEP7 Cytoplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6THF2|A6THF2_KLEP7,KPN_04635,99,unreviewed (tr),tr|A6THF2|A6THF2_KLEP7 Cytoplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6THF3|A6THF3_KLEP7,KPN_04636,258,unreviewed (tr),tr|A6THF3|A6THF3_KLEP7 Inner membrane protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6THF4|A6THF4_KLEP7,KPN_04637,214,unreviewed (tr),tr|A6THF4|A6THF4_KLEP7 Inner membrane protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6THF5|A6THF5_KLEP7,KPN_04638,377,unreviewed (tr),tr|A6THF5|A6THF5_KLEP7 Dihydroorotase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
tr|A6THF6|A6THF6_KLEP7,KPN_04639,372,unreviewed (tr),tr|A6THF6|A6THF6_KLEP7 Selenocysteine synthase [L-seryl-tRNA(Ser) selenium transferase OS=Klebsiella,False
tr|A6THF7|A6THF7_KLEP7,KPN_04640,246,unreviewed (tr),tr|A6THF7|A6THF7_KLEP7 Periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6THF8|A6THF8_KLEP7,ybhE,384,unreviewed (tr),tr|A6THF8|A6THF8_KLEP7 Isomerase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MG,False
tr|A6THF9|A6THF9_KLEP7,frvR,636,unreviewed (tr),tr|A6THF9|A6THF9_KLEP7 Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type) OS,False
tr|A6THG0|A6THG0_KLEP7,relB,80,unreviewed (tr),"tr|A6THG0|A6THG0_KLEP7 Helix-turn-helix protein, copG family OS=Klebsiella pneumoniae subsp. pneumon",False
tr|A6THG1|A6THG1_KLEP7,relE,94,unreviewed (tr),tr|A6THG1|A6THG1_KLEP7 Inner membrane protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6THG4|A6THG4_KLEP7,KPN_04647,247,unreviewed (tr),tr|A6THG4|A6THG4_KLEP7 HTH rpiR-type domain-containing protein OS=Klebsiella pneumoniae subsp. pneum,False
tr|A6THG5|A6THG5_KLEP7,KPN_04648,91,unreviewed (tr),tr|A6THG5|A6THG5_KLEP7 Phosphotransferase protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6THG6|A6THG6_KLEP7,KPN_04649,435,unreviewed (tr),tr|A6THG6|A6THG6_KLEP7 Phosphotransferase protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6THH2|A6THH2_KLEP7,yjgF,128,unreviewed (tr),tr|A6THH2|A6THH2_KLEP7 2-iminobutanoate/2-iminopropanoate deaminase OS=Klebsiella pneumoniae subsp. ,False
tr|A6THH5|A6THH5_KLEP7,yjgK,150,unreviewed (tr),tr|A6THH5|A6THH5_KLEP7 YhcH/YjgK/YiaL family protein OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6THH8|A6THH8_KLEP7,miaE,254,unreviewed (tr),tr|A6THH8|A6THH8_KLEP7 Hydroxylase for synthesis of 2-methylthio-cis-ribozeatin in tRNA OS=Klebsiell,False
tr|A6THH9|A6THH9_KLEP7,yjgM,167,unreviewed (tr),tr|A6THH9|A6THH9_KLEP7 Acyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70072,False
tr|A6THI1|A6THI1_KLEP7,holC,147,unreviewed (tr),tr|A6THI1|A6THI1_KLEP7 DNA polymerase III subunit chi OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6THI5|A6THI5_KLEP7,yjgR,505,unreviewed (tr),tr|A6THI5|A6THI5_KLEP7 Enzyme contains P-loop containing nucleotide triphosphate hydrolase domain OS,False
tr|A6THI6|A6THI6_KLEP7,KPN_04669,273,unreviewed (tr),tr|A6THI6|A6THI6_KLEP7 Xylose isomerase-like TIM barrel domain-containing protein OS=Klebsiella pneu,False
tr|A6THI7|A6THI7_KLEP7,KPN_04670,501,unreviewed (tr),tr|A6THI7|A6THI7_KLEP7 methylmalonate-semialdehyde dehydrogenase (CoA acylating) OS=Klebsiella pneum,False
tr|A6THI8|A6THI8_KLEP7,KPN_04671,269,unreviewed (tr),tr|A6THI8|A6THI8_KLEP7 5-deoxy-glucuronate isomerase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6THI9|A6THI9_KLEP7,KPN_04672,285,unreviewed (tr),tr|A6THI9|A6THI9_KLEP7 Helix-turn-helix protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6THJ0|A6THJ0_KLEP7,KPN_04673,637,unreviewed (tr),tr|A6THJ0|A6THJ0_KLEP7 Carbohydrate kinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6THJ3|A6THJ3_KLEP7,KPN_04676,294,unreviewed (tr),tr|A6THJ3|A6THJ3_KLEP7 Epimerase/isomerase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6THJ5|A6THJ5_KLEP7,KPN_04678,436,unreviewed (tr),tr|A6THJ5|A6THJ5_KLEP7 SN-glycerol-3-phosphate-binding periplasmic protein OS=Klebsiella pneumoniae ,False
tr|A6THJ6|A6THJ6_KLEP7,KPN_04679,357,unreviewed (tr),tr|A6THJ6|A6THJ6_KLEP7 ABC transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70072,False
tr|A6THJ7|A6THJ7_KLEP7,KPN_04680,274,unreviewed (tr),tr|A6THJ7|A6THJ7_KLEP7 Phosphohydrolase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,False
tr|A6THJ8|A6THJ8_KLEP7,KPN_04681,295,unreviewed (tr),tr|A6THJ8|A6THJ8_KLEP7 SN-glycerol-3-phosphate transport system permease OS=Klebsiella pneumoniae su,False
tr|A6THJ9|A6THJ9_KLEP7,KPN_04682,294,unreviewed (tr),tr|A6THJ9|A6THJ9_KLEP7 SN-glycerol-3-phosphate transport system permease OS=Klebsiella pneumoniae su,False
tr|A6THK0|A6THK0_KLEP7,yjgB,339,unreviewed (tr),tr|A6THK0|A6THK0_KLEP7 alcohol dehydrogenase (NADP(+)) OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6THK1|A6THK1_KLEP7,KPN_04684,489,unreviewed (tr),tr|A6THK1|A6THK1_KLEP7 Sulfate transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6THK3|A6THK3_KLEP7,int,495,unreviewed (tr),tr|A6THK3|A6THK3_KLEP7 Phage integrase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70072,False
tr|A6THK4|A6THK4_KLEP7,KPN_04688,44,unreviewed (tr),tr|A6THK4|A6THK4_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THK5|A6THK5_KLEP7,KPN_04689,231,unreviewed (tr),tr|A6THK5|A6THK5_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THK6|A6THK6_KLEP7,KPN_04690,221,unreviewed (tr),tr|A6THK6|A6THK6_KLEP7 Methyltransferase type 12 domain-containing protein OS=Klebsiella pneumoniae ,False
tr|A6THK7|A6THK7_KLEP7,KPN_04691,299,unreviewed (tr),tr|A6THK7|A6THK7_KLEP7 Regulator of acetyl CoA synthetase ankyrin-like regulatory protein OS=Klebsie,False
tr|A6THK8|A6THK8_KLEP7,KPN_04692,88,unreviewed (tr),tr|A6THK8|A6THK8_KLEP7 Transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6THK9|A6THK9_KLEP7,KPN_04693,171,unreviewed (tr),tr|A6THK9|A6THK9_KLEP7 HipA N-terminal subdomain 1 domain-containing protein OS=Klebsiella pneumonia,False
tr|A6THL0|A6THL0_KLEP7,KPN_04694,88,unreviewed (tr),tr|A6THL0|A6THL0_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THL1|A6THL1_KLEP7,KPN_04695,200,unreviewed (tr),tr|A6THL1|A6THL1_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THL2|A6THL2_KLEP7,KPN_04696,529,unreviewed (tr),tr|A6THL2|A6THL2_KLEP7 HD/PDEase domain-containing protein OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6THL3|A6THL3_KLEP7,KPN_04697,266,unreviewed (tr),tr|A6THL3|A6THL3_KLEP7 Restriction endonuclease OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6THL4|A6THL4_KLEP7,KPN_04698,139,unreviewed (tr),tr|A6THL4|A6THL4_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THL5|A6THL5_KLEP7,KPN_04699,358,unreviewed (tr),tr|A6THL5|A6THL5_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THL6|A6THL6_KLEP7,KPN_04700,95,unreviewed (tr),tr|A6THL6|A6THL6_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THL7|A6THL7_KLEP7,KPN_04701,290,unreviewed (tr),tr|A6THL7|A6THL7_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THL8|A6THL8_KLEP7,KPN_04702,185,unreviewed (tr),tr|A6THL8|A6THL8_KLEP7 DUF2857 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THL9|A6THL9_KLEP7,KPN_04703,427,unreviewed (tr),tr|A6THL9|A6THL9_KLEP7 Chromosome partitioning protein ParB OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6THM0|A6THM0_KLEP7,KPN_04704,66,unreviewed (tr),tr|A6THM0|A6THM0_KLEP7 AlpA family transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6THM1|A6THM1_KLEP7,KPN_04705,296,unreviewed (tr),tr|A6THM1|A6THM1_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THM2|A6THM2_KLEP7,KPN_04706,259,unreviewed (tr),tr|A6THM2|A6THM2_KLEP7 HNH nuclease domain-containing protein OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6THM4|A6THM4_KLEP7,KPN_04708,1046,unreviewed (tr),tr|A6THM4|A6THM4_KLEP7 ATP-dependent helicase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6THM6|A6THM6_KLEP7,KPN_04710,1332,unreviewed (tr),tr|A6THM6|A6THM6_KLEP7 Helicase C-terminal domain-containing protein OS=Klebsiella pneumoniae subsp.,False
tr|A6THM7|A6THM7_KLEP7,KPN_04711,623,unreviewed (tr),tr|A6THM7|A6THM7_KLEP7 MrfA-like Zn-binding domain-containing protein OS=Klebsiella pneumoniae subsp,False
tr|A6THM8|A6THM8_KLEP7,KPN_04712,206,unreviewed (tr),tr|A6THM8|A6THM8_KLEP7 Type IV toxin-antitoxin system AbiEi family antitoxin domain-containing prote,False
tr|A6THM9|A6THM9_KLEP7,KPN_04713,362,unreviewed (tr),tr|A6THM9|A6THM9_KLEP7 Nucleotidyl transferase AbiEii/AbiGii toxin family protein OS=Klebsiella pneu,False
tr|A6THN0|A6THN0_KLEP7,KPN_04714,377,unreviewed (tr),tr|A6THN0|A6THN0_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THN1|A6THN1_KLEP7,KPN_04715,444,unreviewed (tr),tr|A6THN1|A6THN1_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THN2|A6THN2_KLEP7,KPN_04716,85,unreviewed (tr),tr|A6THN2|A6THN2_KLEP7 Transposase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / ,False
tr|A6THN3|A6THN3_KLEP7,KPN_04717,156,unreviewed (tr),tr|A6THN3|A6THN3_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THN4|A6THN4_KLEP7,KPN_04718,76,unreviewed (tr),tr|A6THN4|A6THN4_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THN5|A6THN5_KLEP7,KPN_04719,289,unreviewed (tr),tr|A6THN5|A6THN5_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THN6|A6THN6_KLEP7,KPN_04720,212,unreviewed (tr),tr|A6THN6|A6THN6_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THN7|A6THN7_KLEP7,KPN_04721,559,unreviewed (tr),"tr|A6THN7|A6THN7_KLEP7 Puative beta-1,4-xylosidase XynB OS=Klebsiella pneumoniae subsp. pneumoniae (",False
tr|A6THP1|A6THP1_KLEP7,KPN_04725,31,unreviewed (tr),tr|A6THP1|A6THP1_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THP2|A6THP2_KLEP7,KPN_04726,319,unreviewed (tr),tr|A6THP2|A6THP2_KLEP7 DUF1722 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THP3|A6THP3_KLEP7,KPN_04727,183,unreviewed (tr),tr|A6THP3|A6THP3_KLEP7 DUF3833 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THP4|A6THP4_KLEP7,KPN_04728,161,unreviewed (tr),tr|A6THP4|A6THP4_KLEP7 DUF2878 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THP5|A6THP5_KLEP7,KPN_04729,406,unreviewed (tr),tr|A6THP5|A6THP5_KLEP7 Cyclopropane-fatty-acyl-phospholipid synthase OS=Klebsiella pneumoniae subsp.,False
tr|A6THP6|A6THP6_KLEP7,KPN_04730,240,unreviewed (tr),tr|A6THP6|A6THP6_KLEP7 Plasmid partition ParA protein OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6THP7|A6THP7_KLEP7,KPN_04731,419,unreviewed (tr),tr|A6THP7|A6THP7_KLEP7 L-aspartate oxidase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6THP8|A6THP8_KLEP7,KPN_04732,239,unreviewed (tr),tr|A6THP8|A6THP8_KLEP7 Oxidoreductase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
tr|A6THP9|A6THP9_KLEP7,KPN_04733,242,unreviewed (tr),tr|A6THP9|A6THP9_KLEP7 Transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6THQ1|A6THQ1_KLEP7,KPN_04735,115,unreviewed (tr),tr|A6THQ1|A6THQ1_KLEP7 Cyanate transport OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6THQ3|A6THQ3_KLEP7,KPN_04737,420,unreviewed (tr),tr|A6THQ3|A6THQ3_KLEP7 Outer membrane transport protein involved in copper (Silver) tolerance OS=Kle,False
tr|A6THQ4|A6THQ4_KLEP7,KPN_04738,114,unreviewed (tr),tr|A6THQ4|A6THQ4_KLEP7 Periplasmic copper-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6THQ5|A6THQ5_KLEP7,KPN_04739,497,unreviewed (tr),tr|A6THQ5|A6THQ5_KLEP7 Outer membrane transport protein involved in copper (Silver) tolerance OS=Kle,False
tr|A6THQ6|A6THQ6_KLEP7,KPN_04740,227,unreviewed (tr),"tr|A6THQ6|A6THQ6_KLEP7 Response regulator in two-component regulatory system with CusS, regulation o",False
tr|A6THQ8|A6THQ8_KLEP7,KPN_04742,177,unreviewed (tr),tr|A6THQ8|A6THQ8_KLEP7 GCN5-related N-acetyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6THQ9|A6THQ9_KLEP7,KPN_04743,373,unreviewed (tr),tr|A6THQ9|A6THQ9_KLEP7 JmjC domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6THR0|A6THR0_KLEP7,KPN_04748,105,unreviewed (tr),tr|A6THR0|A6THR0_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THR1|A6THR1_KLEP7,KPN_04749,375,unreviewed (tr),tr|A6THR1|A6THR1_KLEP7 ABC superfamily (Atp_bind/membrane) transport protein OS=Klebsiella pneumonia,False
tr|A6THR2|A6THR2_KLEP7,KPN_04750,914,unreviewed (tr),"tr|A6THR2|A6THR2_KLEP7 ABC-type multidrug transport system, ATPase component Permease component of a",False
tr|A6THR3|A6THR3_KLEP7,KPN_04751,355,unreviewed (tr),tr|A6THR3|A6THR3_KLEP7 Paral putative membrane protein OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6THR5|A6THR5_KLEP7,KPN_04753,327,unreviewed (tr),tr|A6THR5|A6THR5_KLEP7 LACI-type transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6THR6|A6THR6_KLEP7,KPN_04754,494,unreviewed (tr),tr|A6THR6|A6THR6_KLEP7 Bacterial inner-membrane translocator OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6THR7|A6THR7_KLEP7,KPN_04755,323,unreviewed (tr),tr|A6THR7|A6THR7_KLEP7 Ribose high-affinity ABC transporter permease component OS=Klebsiella pneumon,False
tr|A6THR8|A6THR8_KLEP7,KPN_04756,318,unreviewed (tr),tr|A6THR8|A6THR8_KLEP7 Ribose high-affinity ABC transporter permease component OS=Klebsiella pneumon,False
tr|A6THR9|A6THR9_KLEP7,KPN_04757,260,unreviewed (tr),tr|A6THR9|A6THR9_KLEP7 NAD(P)H dehydrogenase (Quinone) OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6THS0|A6THS0_KLEP7,KPN_04758,302,unreviewed (tr),"tr|A6THS0|A6THS0_KLEP7 Bacterial regulatory protein, LysR OS=Klebsiella pneumoniae subsp. pneumoniae",False
tr|A6THS1|A6THS1_KLEP7,KPN_04759,139,unreviewed (tr),tr|A6THS1|A6THS1_KLEP7 Glyoxalase/bleomycin resistance protein/dioxygenase OS=Klebsiella pneumoniae ,False
tr|A6THS2|A6THS2_KLEP7,KPN_04760,470,unreviewed (tr),"tr|A6THS2|A6THS2_KLEP7 Aminotransferase, class I and II OS=Klebsiella pneumoniae subsp. pneumoniae (",False
tr|A6THS3|A6THS3_KLEP7,KPN_04761,154,unreviewed (tr),"tr|A6THS3|A6THS3_KLEP7 Bacterial regulatory protein, MarR OS=Klebsiella pneumoniae subsp. pneumoniae",False
tr|A6THS4|A6THS4_KLEP7,KPN_04762,355,unreviewed (tr),tr|A6THS4|A6THS4_KLEP7 Secretion protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6THS5|A6THS5_KLEP7,KPN_04763,354,unreviewed (tr),tr|A6THS5|A6THS5_KLEP7 (R)-hydroxyglutaryl-CoA dehydratase activator (Putative oxidoreductase) OS=Kl,False
tr|A6THS6|A6THS6_KLEP7,yjiL,255,unreviewed (tr),tr|A6THS6|A6THS6_KLEP7 ATPase BadF/BadG/BcrA/BcrD type domain-containing protein OS=Klebsiella pneum,False
tr|A6THS7|A6THS7_KLEP7,yjiM,383,unreviewed (tr),tr|A6THS7|A6THS7_KLEP7 2-hydroxyglutaryl-CoA dehydratase OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THS8|A6THS8_KLEP7,KPN_04766,79,unreviewed (tr),tr|A6THS8|A6THS8_KLEP7 DUF2164 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THS9|A6THS9_KLEP7,yjiO,413,unreviewed (tr),tr|A6THS9|A6THS9_KLEP7 Multidrug transport protein (MFS family) OS=Klebsiella pneumoniae subsp. pneu,False
tr|A6THT0|A6THT0_KLEP7,yjiN,430,unreviewed (tr),tr|A6THT0|A6THT0_KLEP7 Transmembrane protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC,False
tr|A6THT1|A6THT1_KLEP7,KPN_04769,220,unreviewed (tr),tr|A6THT1|A6THT1_KLEP7 Amino acid exporter (Threonine) OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6THT2|A6THT2_KLEP7,KPN_04770,271,unreviewed (tr),tr|A6THT2|A6THT2_KLEP7 Negative transcriptional regulator of cel operon OS=Klebsiella pneumoniae sub,False
tr|A6THT3|A6THT3_KLEP7,KPN_04771,308,unreviewed (tr),tr|A6THT3|A6THT3_KLEP7 Transposase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / ,False
tr|A6THT4|A6THT4_KLEP7,KPN_04772,456,unreviewed (tr),tr|A6THT4|A6THT4_KLEP7 Aldehyde dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6THT5|A6THT5_KLEP7,KPN_04773,181,unreviewed (tr),tr|A6THT5|A6THT5_KLEP7 Porin OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78,False
tr|A6THT6|A6THT6_KLEP7,yjiA,322,unreviewed (tr),tr|A6THT6|A6THT6_KLEP7 Synthesis protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6THT7|A6THT7_KLEP7,yjiX,67,unreviewed (tr),tr|A6THT7|A6THT7_KLEP7 YbdD/YjiX family protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6THT8|A6THT8_KLEP7,yjiY,716,unreviewed (tr),tr|A6THT8|A6THT8_KLEP7 Carbon starvation protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6THT9|A6THT9_KLEP7,KPN_04777,201,unreviewed (tr),tr|A6THT9|A6THT9_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6THU0|A6THU0_KLEP7,KPN_04778,261,unreviewed (tr),tr|A6THU0|A6THU0_KLEP7 AscBF operon repressor OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6THU3|A6THU3_KLEP7,hpaA,296,unreviewed (tr),tr|A6THU3|A6THU3_KLEP7 4-hydroxyphenylacetate catabolism OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THU6|A6THU6_KLEP7,hpaH,267,unreviewed (tr),tr|A6THU6|A6THU6_KLEP7 4-hydroxyphenylacetate catabolism OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THU7|A6THU7_KLEP7,hpaF,126,unreviewed (tr),tr|A6THU7|A6THU7_KLEP7 4-hydroxyphenylacetate catabolism OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THU8|A6THU8_KLEP7,hpaD,285,unreviewed (tr),tr|A6THU8|A6THU8_KLEP7 4-hydroxyphenylacetate catabolism OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THU9|A6THU9_KLEP7,hpaE,488,unreviewed (tr),tr|A6THU9|A6THU9_KLEP7 4-hydroxyphenylacetate catabolism OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THV0|A6THV0_KLEP7,hpaG,254,unreviewed (tr),tr|A6THV0|A6THV0_KLEP7 4-hydroxyphenylacetate catabolism OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THV1|A6THV1_KLEP7,hpaG,210,unreviewed (tr),tr|A6THV1|A6THV1_KLEP7 4-hydroxyphenylacetate catabolism OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6THV3|A6THV3_KLEP7,KPN_04791,338,unreviewed (tr),tr|A6THV3|A6THV3_KLEP7 Dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 ,False
